Run,Assay Type,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,AvgSpotLen,Bases,Bytes,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Alias,ENA_CHECKLIST,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,sex,isolate,INSDC_center_alias,AssemblyName,Description,Breed,tissue,BioSampleModel,dev_stage,label,Age,Biomaterial_provider,strain,disease,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,phenotype,body_site,isolation-source,collection_date,Cultivar,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,instrument_model (run),Isolation_source
SRR515208,WGS,SAMN01047699,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155569,Illumina HiSeq 2000,thoroughbred,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2013-06-07T00:00:00Z,thb7,SRP013636,PRJNA168142,208,53189700720,37444866179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR515209,WGS,SAMN01047700,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155570,Illumina HiSeq 2000,thoroughbred,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2013-06-07T00:00:00Z,thb8,SRP013636,PRJNA168142,208,42367046176,27296968642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR515211,WGS,SAMN01047701,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155571,Illumina HiSeq 2000,thoroughbred,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2013-06-07T00:00:00Z,thb9,SRP013636,PRJNA168142,208,43369195792,28102335043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR515212,WGS,SAMN01047702,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155572,Illumina HiSeq 2000,thoroughbred,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2013-06-07T00:00:00Z,thb10,SRP013636,PRJNA168142,208,41784631616,26881239966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR515213,WGS,SAMN01047703,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155573,Illumina HiSeq 2000,thoroughbred,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2013-06-07T00:00:00Z,thb11,SRP013636,PRJNA168142,208,51296597664,34828567732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR515214,WGS,SAMN01047704,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155574,Illumina HiSeq 2000,thoroughbred,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2013-06-07T00:00:00Z,thb12,SRP013636,PRJNA168142,208,52842614032,36730059338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR515215,WGS,SAMN01047705,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155575,Illumina HiSeq 2000,thoroughbred,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2013-06-07T00:00:00Z,thb13,SRP013636,PRJNA168142,208,50795140240,34697092633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR515216,WGS,SAMN01047706,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155576,Illumina HiSeq 2000,thoroughbred,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2013-06-07T00:00:00Z,thb14,SRP013636,PRJNA168142,208,50067983264,33731051577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR515217,WGS,SAMN01047707,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155577,Illumina HiSeq 2000,jejuma,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2013-06-07T00:00:00Z,jeju1,SRP013636,PRJNA168142,208,45926879440,33024774151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR515218,WGS,SAMN01047708,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155578,Illumina HiSeq 2000,jejuma,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2013-06-07T00:00:00Z,jeju2,SRP013636,PRJNA168142,208,45351106736,32449316106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR505867,WGS,SAMN01047693,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX152723,Illumina HiSeq 2000,thoroughbred,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2013-06-07T00:00:00Z,thb1,SRP013636,PRJNA168142,208,46016707360,30478108936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR515205,WGS,SAMN01047697,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX155567,Illumina HiSeq 2000,thoroughbred,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2013-06-07T00:00:00Z,thb5,SRP013636,PRJNA168142,208,45760290992,30518940420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1397959,WGS,SAMEA3951217,UNIVERSITY MEDICAL CENTER UTRECHT,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1469218,NextSeq 500,unspecified,PAIRED,size fractionation,GENOMIC,Equus caballus,ILLUMINA,2016-07-05T00:00:00Z,SAMEA3951217,ERP015442,PRJEB13863,298,13533457678,3949714076,2016-07-03,2018-11-16,11CONTROL,ERC000011,UMCU,2016-07-03T17:01:26Z,2016-05-04T11:46:42Z,public,ERS1138351,ERS1138351,Friesian dwarf,,,,GCA_000002305.1,,,,,,,,,,,,,,,,,,,,,,
ERR1397960,WGS,SAMEA3951218,UNIVERSITY MEDICAL CENTER UTRECHT,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1469219,NextSeq 500,unspecified,PAIRED,size fractionation,GENOMIC,Equus caballus,ILLUMINA,2016-07-05T00:00:00Z,SAMEA3951218,ERP015442,PRJEB13863,298,15492703444,4398216770,2016-07-03,2018-11-16,23CONTROL,ERC000011,UMCU,2016-07-03T17:01:26Z,2016-05-04T11:46:42Z,public,ERS1138352,ERS1138352,Friesian dwarf,,,,GCA_000002305.1,,,,,,,,,,,,,,,,,,,,,,
ERR1397961,WGS,SAMEA3951219,UNIVERSITY MEDICAL CENTER UTRECHT,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1469220,NextSeq 500,unspecified,PAIRED,size fractionation,GENOMIC,Equus caballus,ILLUMINA,2016-07-05T00:00:00Z,SAMEA3951219,ERP015442,PRJEB13863,300,29980400622,10892555477,2016-07-03,2018-11-16,CASEB,ERC000011,UMCU,2016-07-03T17:01:26Z,2016-05-04T11:46:42Z,public,ERS1138353,ERS1138353,Friesian dwarf,,,,GCA_000002305.1,,,,,,,,,,,,,,,,,,,,,,
ERR1397962,WGS,SAMEA3951220,UNIVERSITY MEDICAL CENTER UTRECHT,public,"bam,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1469221,NextSeq 500,unspecified,PAIRED,size fractionation,GENOMIC,Equus caballus,ILLUMINA,2016-07-05T00:00:00Z,SAMEA3951220,ERP015442,PRJEB13863,300,31436861101,11489408627,2016-07-03,2018-11-16,CASEF,ERC000011,UMCU,2016-07-03T17:01:26Z,2016-05-04T11:46:42Z,public,ERS1138354,ERS1138354,Friesian dwarf,,,,GCF_000002305.2,,,,,,,,,,,,,,,,,,,,,,
ERR1397963,WGS,SAMEA3951221,UNIVERSITY MEDICAL CENTER UTRECHT,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1469222,NextSeq 500,unspecified,PAIRED,size fractionation,GENOMIC,Equus caballus,ILLUMINA,2016-07-05T00:00:00Z,SAMEA3951221,ERP015442,PRJEB13863,300,30732717747,11275003470,2016-07-03,2018-11-16,CONTROL2,ERC000011,UMCU,2016-07-03T17:01:26Z,2016-05-04T11:46:42Z,public,ERS1138355,ERS1138355,Friesian dwarf,,,,GCA_000002305.1,,,,,,,,,,,,,,,,,,,,,,
ERR1397964,WGS,SAMEA3951222,UNIVERSITY MEDICAL CENTER UTRECHT,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1469223,NextSeq 500,unspecified,PAIRED,size fractionation,GENOMIC,Equus caballus,ILLUMINA,2016-07-05T00:00:00Z,SAMEA3951222,ERP015442,PRJEB13863,299,28916370204,8078569367,2016-07-03,2018-11-16,DCASE,ERC000011,UMCU,2016-07-03T17:01:26Z,2016-05-04T11:46:42Z,public,ERS1138356,ERS1138356,Friesian dwarf,,,,GCA_000002305.1,,,,,,,,,,,,,,,,,,,,,,
ERR1397965,WGS,SAMEA3951223,UNIVERSITY MEDICAL CENTER UTRECHT,public,"bam,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1469224,NextSeq 500,unspecified,PAIRED,size fractionation,GENOMIC,Equus caballus,ILLUMINA,2016-07-05T00:00:00Z,SAMEA3951223,ERP015442,PRJEB13863,298,27860010036,7928051501,2016-07-03,2018-11-16,NEWCASE,ERC000011,UMCU,2016-07-03T17:01:26Z,2016-05-04T11:46:42Z,public,ERS1138357,ERS1138357,Friesian dwarf,,,,GCF_000002305.2,,,,,,,,,,,,,,,,,,,,,,
SRR1564422,WGS,SAMN03009554,THERAGEN BIO INSTITUTE,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX687797,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2014-09-04T00:00:00Z,TG1111D2629,SRP035222,PRJNA233529,200,4338345200,2855738160,,,,,,,,,,,,female,,,,,missing,blood,Model organism or animal,,,8 more,missing,missing,,,,,,,,,,,,,
SRR1564419,WGS,SAMN03009553,THERAGEN BIO INSTITUTE,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX687796,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2014-09-04T00:00:00Z,TG1111D2628,SRP035222,PRJNA233529,200,7041326800,4627039608,,,,,,,,,,,,male,,,,,missing,blood,Model organism or animal,,,8 more,missing,missing,,,,,,,,,,,,,
SRR1564424,WGS,SAMN03009555,THERAGEN BIO INSTITUTE,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX687798,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus przewalskii,ILLUMINA,2014-09-04T00:00:00Z,TG1111D2630,SRP035221,PRJNA233533,200,6182458000,4053131100,,,,,,,,,,,,male,,,,,missing,blood,Model organism or animal,,,8 more,missing,missing,,,,,,,,,,,,,
SRR1564426,WGS,SAMN03009556,THERAGEN BIO INSTITUTE,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX687799,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus przewalskii,ILLUMINA,2014-09-04T00:00:00Z,TG1111D2631,SRP035221,PRJNA233533,200,4712277800,3063553987,,,,,,,,,,,,female,,,,,missing,blood,Model organism or animal,,,8 more,missing,missing,,,,,,,,,,,,,
SRR1167030,WGS,SAMN02570037,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX469221,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus przewalskii,ILLUMINA,2014-07-10T00:00:00Z,TG1111D2630,SRP035221,PRJNA233533,198,3566444310,2539326143,,,,,,,,,,,,,,,,,,,,,TG1111D2630,,,,,,,,,,,,,,,,
SRR1167031,WGS,SAMN02570037,SEOUL NATIONAL UNIVERSITY,public,sra,ncbi,ncbi.public,SRX469221,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus przewalskii,ILLUMINA,2014-07-10T00:00:00Z,TG1111D2630,SRP035221,PRJNA233533,198,31573995948,21249731722,,,,,,,,,,,,,,,,,,,,,TG1111D2630,,,,,,,,,,,,,,,,
SRR1167048,WGS,SAMN02570038,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX469222,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus przewalskii,ILLUMINA,2014-07-10T00:00:00Z,TG1111D2631,SRP035221,PRJNA233533,198,11720233800,8249302224,,,,,,,,,,,,,,,,,,,,,TG1111D2631,,,,,,,,,,,,,,,,
SRR1167053,WGS,SAMN02570035,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX469219,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2014-07-10T00:00:00Z,TG1111D2628,SRP035222,PRJNA233529,198,27851885424,18669407071,,,,,,,,,,,,male,,,,,,,,,TG1111D2628,,,,,,,,,,,,,,,,
SRR1167093,WGS,SAMN02570035,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX469219,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2014-07-10T00:00:00Z,TG1111D2628,SRP035222,PRJNA233529,198,22083498162,14749113039,,,,,,,,,,,,male,,,,,,,,,TG1111D2628,,,,,,,,,,,,,,,,
SRR1167108,WGS,SAMN02570036,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX469220,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2014-07-10T00:00:00Z,TG1111D2629,SRP035222,PRJNA233529,198,12658903884,8957135869,,,,,,,,,,,,female,,,,,,,,,TG1111D2629,,,,,,,,,,,,,,,,
SRR1167109,WGS,SAMN02570036,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX469220,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2014-07-10T00:00:00Z,TG1111D2629,SRP035222,PRJNA233529,198,27157391514,18158999476,,,,,,,,,,,,female,,,,,,,,,TG1111D2629,,,,,,,,,,,,,,,,
SRR3046827,WGS,SAMN04359694,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1496933,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M1005,SRP067684,PRJNA306677,188,15367033486,8571816006,,,,,,,,,,,,male,,,GCF_000002305.2,,Standardbred,blood,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3046831,WGS,SAMN04359695,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1496937,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M1009,SRP067684,PRJNA306677,194,19464374801,10540734162,,,,,,,,,,,,male,,,GCF_000002305.2,,Standardbred,blood,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3046832,WGS,SAMN04359698,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1496938,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M1012,SRP067684,PRJNA306677,194,19140895431,10459158045,,,,,,,,,,,,male,,,GCF_000002305.2,,Standardbred,blood,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3046833,WGS,SAMN04359701,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1496939,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M1027,SRP067684,PRJNA306677,187,31315345817,17649919288,,,,,,,,,,,,male,,,GCF_000002305.2,,Standardbred,blood,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3046834,WGS,SAMN04359702,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1496940,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M1048,SRP067684,PRJNA306677,194,19354884022,10504912565,,,,,,,,,,,,male,,,GCF_000002305.2,,Standardbred,blood,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3050542,WGS,SAMN04359703,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1499184,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M5256,SRP067684,PRJNA306677,188,28538655891,15788588538,,,,,,,,,,,,male,,,GCF_000002305.2,,Standardbred,hair,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3050543,WGS,SAMN04359704,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1499185,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M5259,SRP067684,PRJNA306677,195,14892858697,7974840813,,,,,,,,,,,,female,,,GCF_000002305.2,,Standardbred,hair,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3050544,WGS,SAMN04359705,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1499186,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M5260,SRP067684,PRJNA306677,194,12456545975,6808960830,,,,,,,,,,,,female,,,GCF_000002305.2,,Standardbred,hair,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3050546,WGS,SAMN04359720,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1499188,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M5271,SRP067684,PRJNA306677,193,13637060753,7615068869,,,,,,,,,,,,female,,,GCF_000002305.2,,Standardbred,hair,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3050547,WGS,SAMN04359732,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1499189,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M5287,SRP067684,PRJNA306677,195,11544553817,6190348381,,,,,,,,,,,,female,,,GCF_000002305.2,,Standardbred,hair,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3050548,WGS,SAMN04359733,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1499190,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M5300,SRP067684,PRJNA306677,188,27731486699,15324322629,,,,,,,,,,,,female,,,GCF_000002305.2,,Standardbred,hair,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3050549,WGS,SAMN04359734,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1499191,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M5304,SRP067684,PRJNA306677,192,12995890218,7320080515,,,,,,,,,,,,male,,,GCF_000002305.2,,Standardbred,hair,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3050550,WGS,SAMN04359735,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1499192,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M5306,SRP067684,PRJNA306677,189,23409626121,12828055550,,,,,,,,,,,,female,,,GCF_000002305.2,,Standardbred,hair,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3045342,WGS,SAMN04359671,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1496488,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M968,SRP067684,PRJNA306677,189,17825885146,9770888213,,,,,,,,,,,,male,,,GCF_000002305.2,,Standardbred,blood,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3045676,WGS,SAMN04359672,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1496490,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M977,SRP067684,PRJNA306677,189,31492301859,17221684630,,,,,,,,,,,,female,,,GCF_000002305.2,,Standardbred,blood,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3045847,WGS,SAMN04359692,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1496595,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M989,SRP067684,PRJNA306677,189,17354176385,9465566962,,,,,,,,,,,,female,,,GCF_000002305.2,,Standardbred,blood,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3045848,WGS,SAMN04359693,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1496596,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M992,SRP067684,PRJNA306677,185,12519827366,7238648508,,,,,,,,,,,,male,,,GCF_000002305.2,,Standardbred,blood,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR3050545,WGS,SAMN04359706,UNIVERSITY OF ILLINOIS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1499187,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2016-01-14T00:00:00Z,M5269,SRP067684,PRJNA306677,187,26502579252,14810632136,,,,,,,,,,,,female,,,GCF_000002305.2,,Standardbred,hair,Model organism or animal,adult,,,,,,,,,,,,,,,,,
SRR1564425,WGS,SAMN03009555,THERAGEN BIO INSTITUTE,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX691542,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus przewalskii,ILLUMINA,2014-09-05T00:00:00Z,TG1111D2630,SRP035221,PRJNA233533,198,50900719320,34189162668,,,,,,,,,,,,male,,,,,missing,blood,Model organism or animal,,,8 more,missing,missing,,,,,,,,,,,,,
SRR1564421,WGS,SAMN03009553,THERAGEN BIO INSTITUTE,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX691530,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2014-09-06T00:00:00Z,TG1111D2628,SRP035222,PRJNA233529,198,59428970370,40108450297,,,,,,,,,,,,male,,,,,missing,blood,Model organism or animal,,,8 more,missing,missing,,,,,,,,,,,,,
SRR1564423,WGS,SAMN03009554,THERAGEN BIO INSTITUTE,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX691532,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2014-09-04T00:00:00Z,TG1111D2629,SRP035222,PRJNA233529,198,95676637716,68836450959,,,,,,,,,,,,female,,,,,missing,blood,Model organism or animal,,,8 more,missing,missing,,,,,,,,,,,,,
SRR1564427,WGS,SAMN03009556,THERAGEN BIO INSTITUTE,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX691545,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus przewalskii,ILLUMINA,2014-09-06T00:00:00Z,TG1111D2631,SRP035221,PRJNA233533,198,68176600272,45853393857,,,,,,,,,,,,female,,,,,missing,blood,Model organism or animal,,,8 more,missing,missing,,,,,,,,,,,,,
SRR1167257,WGS,SAMN02570037,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX469299,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus przewalskii,ILLUMINA,2014-07-10T00:00:00Z,TG1111D2630,SRP035221,PRJNA233533,200,4664524000,3052291536,,,,,,,,,,,,,,,,,,,,,TG1111D2630,,,,,,,,,,,,,,,,
SRR1167258,WGS,SAMN02570038,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX469300,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus przewalskii,ILLUMINA,2014-07-10T00:00:00Z,TG1111D2631,SRP035221,PRJNA233533,200,4712277800,3063553981,,,,,,,,,,,,,,,,,,,,,TG1111D2631,,,,,,,,,,,,,,,,
SRR1167890,WGS,SAMN02570037,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX469299,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus przewalskii,ILLUMINA,2014-07-10T00:00:00Z,TG1111D2630,SRP035221,PRJNA233533,200,1517934000,1000877755,,,,,,,,,,,,,,,,,,,,,TG1111D2630,,,,,,,,,,,,,,,,
SRR1167891,WGS,SAMN02570035,SEOUL NATIONAL UNIVERSITY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX469622,Illumina HiSeq 2000,,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2014-07-10T00:00:00Z,TG1111D2628,SRP035222,PRJNA233529,200,3902760400,2572017797,,,,,,,,,,,,male,,,,,,,,,TG1111D2628,,,,,,,,,,,,,,,,
