acc,Alias,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE_filetype_ss,DATASTORE_provider_ss,DATASTORE_region_ss,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_acc,Sample Name,sample_name,sex,SRA_accession,SRA Study,title,AvgSpotLen,Bases,Bytes,MBases,MBytes,AssemblyName
ERR1034497,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113295,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library4,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,2364731492,1679624232,2364,1601,
ERR1034498,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113296,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library5,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,2705253260,1932200163,2705,1842,
ERR1034499,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113297,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library5,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,2488353148,1692432503,2488,1614,
ERR1034500,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113298,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library5,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,2996882056,2020681471,2996,1927,
ERR1034501,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113299,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library5,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,3422771804,2360100407,3422,2250,
ERR1034502,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113300,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library5,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,2547985808,1729897092,2547,1649,
ERR1034503,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113301,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library5,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,4236221578,2927468971,4236,2791,
ERR1034504,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113302,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library5,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,3891853236,2686401469,3891,2561,
ERR1034505,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113303,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library5,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,94,3897780500,2685508146,3897,2561,
ERR1034506,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113304,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina MiSeq,Library3,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,51,48369675,33595956,48,32,
ERR1034507,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113305,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina MiSeq,Library4,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,51,328360695,224860676,328,214,
ERR1034508,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113306,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849396,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,196,13539197448,8255406406,13539,7872,
ERR1034509,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113307,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849396,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,196,18037178908,11575195607,18037,11038,
ERR1034510,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113308,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library_3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849396,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,196,26089425152,15910757028,26089,15173,
ERR1034511,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113309,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library_3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849396,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,196,34164598496,21916099711,34164,20900,
ERR1034512,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113310,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library_4,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849396,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,196,33771095568,20514691811,33771,19564,
ERR1034513,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113311,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library_4,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849396,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,196,45281986624,28933859030,45281,27593,
ERR1034514,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113312,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library_5,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849396,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,196,32129574400,19557647229,32129,18651,
ERR1034515,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113313,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library_5,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849396,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,196,42481273828,27200679170,42481,25940,
ERR1034516,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113314,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library_6,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849396,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,196,37265455500,22672840854,37265,21622,
ERR1034517,CGG101397,WGS,PRJEB10854,SAMEA3542247,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113315,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library_6,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849396,SAMEA3542247,ERS849396,male,ERS849396,ERP012152,Ancient horse from Yakutia,196,48504651748,31023415443,48504,29586,
ERR1034518,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113316,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,6610069032,4786924566,6610,4565,
ERR1034519,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113317,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,1648511900,1208829174,1648,1152,
ERR1034520,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113318,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,20205512012,14489806395,20205,13818,
ERR1034521,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113319,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,1917423508,1356021300,1917,1293,
ERR1034522,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113320,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,1916429200,1358241192,1916,1295,
ERR1034523,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113321,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,1799535192,1273644460,1799,1214,
ERR1034524,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113322,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,1866612272,1324821241,1866,1263,
ERR1034525,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113323,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,6667273788,4825561758,6667,4602,
ERR1034526,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113324,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,6183276288,4470404131,6183,4263,
ERR1034527,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113325,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,6627200804,4809555297,6627,4586,
ERR1034528,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113326,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,1405372724,1032761131,1405,984,
ERR1034529,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113327,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,1896913284,1395869241,1896,1331,
ERR1034530,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113328,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library3,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,1600129300,1174845033,1600,1120,
ERR1034531,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113329,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library4,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,5311051788,3705541577,5311,3533,
ERR1034532,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113330,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library4,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,1202072704,853412707,1202,813,
ERR1034533,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113331,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library4,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,15008552804,10193897326,15008,9721,
ERR1034534,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113332,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library4,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,14879391156,10119143426,14879,9650,
ERR1034535,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113333,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library4,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,15092769692,10260052218,15092,9784,
ERR1034536,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113334,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library4,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,14815246628,10083172813,14815,9616,
ERR1034537,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113335,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library4,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,5310024944,3699563390,5310,3528,
ERR1034538,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113336,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library4,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,5051978008,3516482978,5051,3353,
ERR1034539,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113337,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library4,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,5452537720,3810623015,5452,3634,
ERR1034540,Batagai,WGS,PRJEB10854,SAMEA3542248,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1113338,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:49:03Z,public,Illumina HiSeq 2000,Library4,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849397,SAMEA3542248,ERS849397,male,ERS849397,ERP012152,Ancient horse from Yakutia,196,1026646824,730542408,1026,696,
